AM_STRT_NAME,AM_DRNR,COL_DES,COLO_ZIPCODE,CIUDAD,ESTADO,COD_PAIS,DELMUN,state,county,city,district,street,houseNumber,postalCode,reference,lat,lng,score,prev_score,PP_calle,PP_numero,PP_cp,PP_latitud,PP_longitud,PP_ciudad,PP_colonia,PP_neighborhood,PP_state,PP_estado,PP_country_code,PP_cp_num,PP_diferencia,PP_alcaldia,PP_method
AVENIDA MAXIMINO ÁVILA CAMACHO,228,APANGO DE ZARAGOZA,75113.0,APANGO DE ZARAGOZA,PUEBLA,MEXICO,ACAJETE,Puebla,Acajete,Apango de Zaragoza,Apango de Zaragoza,Avenida Maximino Ávila Camacho,228,75113.0,,19.0720841,-97.9361331,0.3,0.8,,,,,,,,,,,,,,,
"RINCONADA PIRULES 2, NO. 136 A, COLONIA TECNOLOGICO. CASA", ,ESPAÑA,76158.0,QUERETARO,QUERETARO,MEXICO,QUERETARO,Querétaro,Querétaro,Querétaro,Tecnológico,Rinconada Pirules II,136 A,76158.0,"Casa, España",20.61055,-100.40307,0.9,1.0,Rinconada Pirules 2,0.0,76158,20.6099414,-100.4036455,Santiago de Querétaro,Tecnologico,None,Qro.,Querétaro,MX,76158.0,136.0,,FUZZ
AV. TLAXCALA NORTE,26,PANZACOLA,90796.0,PANZACOLA,TLAXCALA,MEXICO,PAPALOTLA DE XICOHTENCATL,Tlaxcala,Papalotla de Xicohténcatl,Papalotla de Xicohténcatl,Panzacola,Avenida Tlaxcala Norte,26,90796.0,,19.15287,-98.22349,1.0,1.0,Avenida Tlaxcala sur,25.0,90796,19.1488087,-98.2235333,Papalotla,Panzacola,None,Tlax.,Tlaxcala,MX,90796.0,1.0,,FUZZ
CARRETERA INT,KM 259,CEDROS RESIDENCIAL,84094.0,NOGALES,SONORA,MEXICO,NOGALES,Sonora,Nogales,Nogales,Cedros Residencial,Carretera Internacional,Km 259,84094.0,,31.2534993,-110.9554465,0.5,0.5,Carretera Internacional,6.0,84094,31.2534993,-110.9554465,Heroica Nogales,Parque Industrial,None,Son.,Sonora,MX,84094.0,253.0,,EXACT
CALLE 2 MANZANA 9,12,PETROLERA,86606.0,PARAISO,TABASCO,MEXICO,PARAISO,Tabasco,Paraíso,Paraíso,Petrolera,Calle 2,Manzana 9 12,86606.0,,18.4131803,-93.2056751,0.5,1.0,Calle 5 de Mayo,228.0,86606,18.3978258,-93.2147928,Paraíso,Centro,None,Tab.,Tabasco,MX,86606.0,219.0,,FUZZ
CALLE 9,24,HERON PROAL,1640.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,ALVARO OBREGON,Ciudad de México,Álvaro Obregón,Ciudad de México,Herón Proal,Calle 9,24,1640.0,,19.35705,-99.22824,1.0,1.0,CALLE 9,24.0,1640,19.3570559689,-99.2280593783,,heron proal,,,,,1640.0,0.0,alvaro obregon,EXACT
"EDUARDO RODRÍGUEZ LARIZ, #353. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CAL",353,JOSE LOPEZ PORTILLO,20206.0,AGUASCALIENTES,AGUASCALIENTES,MEXICO,AGUASCALIENTES,Aguascalientes,Aguascalientes,Aguascalientes,José López Portillo,Eduardo Rodríguez Lariz,353,20206.0,,21.8521,-102.32466,0.99,0.3,Licenciado Eduardo Rodríguez Lariz,200.0,20206,21.8554039,-102.323227,Aguascalientes,José López Portillo,None,Ags.,Aguascalientes,MX,20206.0,153.0,,SUB
CALLE PRINCIPAL,53,HERON PROAL,1640.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,ALVARO OBREGON,Ciudad de México,Álvaro Obregón,Ciudad de México,Herón Proal,Calle Principal,53,1640.0,,19.35753,-99.23049,1.0,0.95,CALLE PRINCIPAL,19.0,1640,19.3584179034,-99.2316074274,,heron proal,,,,,1640.0,34.0,alvaro obregon,EXACT
"SM 523 MZ 43 LOTE 1 CASA 41, ALAMOS I", ,RESIDENCIAL CARACOL,77533.0,CANCUN,QUINTANA ROO,MEXICO,BENITO JUAREZ,Quintana Roo,Benito Juárez,Cancún,Álamos I,Residencial Caracol,Mz 43 Lote 1 Casa 41,77533.0,SM 523,21.116834,-86.843839,0.8,0.5,Residencial Las Torres,0.0,77533,21.1323105,-86.845481,Cancún,523,None,Q.R.,Quintana Roo,MX,77533.0,43.0,,FUZZ
AV CONVENCION,111 - 115,MODELO,20080.0,AGUASCALIENTES,AGUASCALIENTES,MEXICO,AGUASCALIENTES,Aguascalientes,Aguascalientes,Aguascalientes,Modelo,Avenida Convención,111 - 115,20080.0,,21.8755,-102.31176,0.94,0.3,Avenida Aguascalientes Poniente,105.0,20080,21.8771585,-102.3178677,Aguascalientes,Residencial del Valle I,None,Ags.,Aguascalientes,MX,20080.0,6.0,,FUZZ
RUISEÑOR,8,EL GARCERO,28800.0,EL GARCERO,COLIMA,MEXICO,MANZANILLO,Colima,Manzanillo,Manzanillo,El Garcero,Ruiseñor,8,28800.0,,19.0562279,-104.2297153,0.8,0.3,Sector 1,0.0,28800,19.0564473,-104.2678583,El Colomo,20 de Noviembre,None,Col.,Colima,MX,28800.0,8.0,,FUZZ
OCURRE,S/N,SAN LUIS POTOSI CENTRO,78000.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí Centro,Ocurre,S/N,78000.0,,22.15271,-100.97663,0.91,0.3,Herrera,156.0,78000,22.1491689,-100.9805121,San Luis Potosí,Centro Historico,None,S.L.P.,San Luis Potosí,MX,78000.0,156.0,,FUZZ
DEP ANDADOR 4 #MODULO 67 INT DEP 002 ENTRAR POR AV ACUEDUCTO Y MODULARES ACUEDUC,MOD 67 INT002,ACUEDUCTO DE GUADALUPE,7279.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,GUSTAVO A MADERO,Ciudad de México,Gustavo A. Madero,Ciudad de México,Acueducto de Guadalupe,Andador,4 Módulo 67,7279.0,Departamento 002 Entrar por Avenida Acueducto y Modulares Acueducto Mod 67 Interior 002,19.3534222,-99.3065215,0.5,0.3,ANDADOR 27,4.0,7279,19.5262366405,-99.1509722757,,acueducto de guadalupe,,,,,7279.0,0.0,gustavo a. madero,SUB
"PRIV SAN RAFAEL LOT 34, BODEGA 4",34,PARQUE MOL INDUSTRIAL,88756.0,REYNOSA,TAMAULIPAS,MEXICO,REYNOSA,Tamaulipas,Reynosa,Reynosa,Parque Mol Industrial,Privada San Rafael,Lote 34,88756.0,Bodega 4 34,26.0429463,-98.3114458,0.5,0.5,San Rafael,40.0,88756,26.0384295,-98.3128503,Reynosa,Sin Nombre de Colonia 24,None,Tamps.,Tamaulipas,MX,88756.0,6.0,,FUZZ
KM 3.5 CARRETERA A SANTANA ATZACAN,S/N,EL ESPINAL,94330.0,ORIZABA,VERACRUZ,MEXICO,ORIZABA,Veracruz de Ignacio de la Llave,Orizaba,Orizaba,El Espinal,Carretera A Santana Atzacan,Kilómetro 3.5 S/N,94330.0,,18.8809708,-97.1066048,0.5,0.5,Calle Talabarteros,29.0,94330,18.8753957,-97.1019866,Orizaba,San Jose,None,Ver.,Veracruz,MX,94330.0,26.0,,FUZZ
LAZARO CARDENAS 254. CC, ,EMILIANO ZAPATA,48380.0,PUERTO VALLARTA,JALISCO,MEXICO,PUERTO VALLARTA,Jalisco,Puerto Vallarta,Puerto Vallarta,Emiliano Zapata,Lázaro Cárdenas,254,48380.0,CC,20.60383,-105.23526,1.0,1.0,Lázaro Cárdenas,258.0,48380,20.6035129,-105.2356788,Puerto Vallarta,Emiliano Zapata,Zona Romántica,Jal.,Jalisco,MX,48380.0,4.0,,EXACT
CALLE SALVADOR GOMEZ MOLINA  #24.,-,AZTECA,98422.0,RIO GRANDE,ZACATECAS,MEXICO,RIO GRANDE,Zacatecas,Río Grande,Río Grande,Azteca,Calle Salvador Gómez Molina,24,98422.0,,23.83293,-103.03026,1.0,1.0,Salvador Gómez Molina,27.0,98422,23.8321835,-103.0309273,Río Grande,Azteca,None,Zac.,Zacatecas,MX,98422.0,3.0,,FUZZ
LOMA DE SAN JUAN,98,LOMA DORADA,76060.0,QUERETARO,QUERETARO,MEXICO,QUERETARO,Querétaro,Querétaro,Querétaro,Loma Dorada,Loma de San Juan,98,76060.0,,20.59174,-100.36384,1.0,1.0,Loma de San Juan,112.0,76060,20.5915141,-100.3630342,Santiago de Querétaro,Loma Dorada,None,Qro.,Querétaro,MX,76060.0,14.0,,EXACT
DÍAZ MIRON,N.2332,SAN JOSE,88230.0,NUEVO LAREDO,TAMAULIPAS,MEXICO,NUEVO LAREDO,Tamaulipas,Nuevo Laredo,Nuevo Laredo,San José,Díaz Mirón,N.2332,88230.0,,27.47806,-99.49299,0.99,1.0,Calle Salvador Díaz Mirón,2232.0,88230,27.4790392,-99.49303,Nuevo Laredo,San José,None,Tamps.,Tamaulipas,MX,88230.0,100.0,,SUB
AV ZACAMULPA SUR,10,ZACAMULPA,52766.0,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,MEXICO,HUIXQUILUCAN,México,Huixquilucan,Huixquilucan de Degollado,Zacamulpa,Avenida Zacamulpa Sur,10,52766.0,,19.35791,-99.32898,0.99,1.0,Avenida Zacamulpa Sur,16.0,52766,19.3577228,-99.3293017,Zacamulpa,Zacamulpa,None,Méx.,Estado de México,MX,52766.0,6.0,,EXACT
CALLE VICTORIA #106, ,CENTRO (AREA 5),6050.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,CUAUHTEMOC,Ciudad de México,Cuauhtémoc,Ciudad de México,Centro (Area 5),Calle Victoria,106,6050.0,,19.4319698,-99.1472919,1.0,1.0,,,,,,,,,,,,,,,
CORONADO,#1609,CHIHUAHUA CENTRO,31000.0,CHIHUAHUA,CHIHUAHUA,MEXICO,CHIHUAHUA,Chihuahua,Chihuahua,Chihuahua,Chihuahua Centro,Coronado,1609,31000.0,,28.63436,-106.07303,0.99,1.0,José Esteban Coronado,1710.0,31000,28.6386237,-106.0687746,Chihuahua,Zona Centro,None,Chih.,Chihuahua,MX,31000.0,101.0,,SUB
CARRETERA A MONTE ALBAN #101 LOCAL I-04 PLAZA BELLA,#101,SANTA MARIA ATZOMPA,71220.0,SANTA MARIA ATZOMPA,OAXACA,MEXICO,SANTA MARIA ATZOMPA,Oaxaca,Santa María Atzompa,Santa María Atzompa,Santa María Atzompa,Carretera a Monte Alban,101,71220.0,Local I-04 Plaza Bella #101,17.0661677,-96.7887915,1.0,0.5,Carretera a Atzompa,100.0,71220,17.0841,-96.76217,Oaxaca de Juárez,None,Samaritana,Oax.,Oaxaca,MX,71220.0,1.0,,FUZZ
LAGUNA DE TERMINOS,#32,VENTURA PUENTE,58020.0,MORELIA,MICHOACAN,MEXICO,MORELIA,Michoacán de Ocampo,Morelia,Morelia,Ventura Puente,Laguna De Términos,32,58020.0,,19.69245,-101.1862,1.0,1.0,Laguna de Términos,65.0,58020,19.6924414,-101.1858685,Morelia,Ventura Puente,None,Mich.,Michoacán,MX,58020.0,33.0,,EXACT
GARCIA DIEGO,113,TEQUISQUIAPAN,78250.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,Tequisquiapan,García Diego,113,78250.0,,22.15882,-100.99174,0.91,1.0,Fray Diego de La Magdalena,116.0,78250,22.1547458,-101.0026598,San Luis Potosí,Jardines de la Rivera,None,S.L.P.,San Luis Potosí,MX,78250.0,3.0,,FUZZ
AV JAPON-MEXICO,15,CIUDAD INDUSTRIAL,38010.0,CELAYA,GUANAJUATO,MEXICO,CELAYA,Guanajuato,Celaya,Celaya,Ciudad Industrial,Avenida Japón-México,15,38010.0,,20.5528675,-100.812699,0.3,0.3,Avenida México Japón,106.0,38010,20.5526842,-100.8196417,Celaya,Ciudad Industrial de Celaya,None,Gto.,Guanajuato,MX,38010.0,91.0,,FUZZ
OCURRE,SN,LAGOS CONTINENTAL,25253.0,SALTILLO,COAHUILA,MEXICO,SALTILLO,Coahuila de Zaragoza,Saltillo,Saltillo,Lagos Continental,Ocurre,SN,25253.0,,25.4593154,-100.9743419,0.3,0.3,Doctor Roberto Koch,222.0,25253,25.4600458,-100.9759371,Saltillo,Los Lagos,None,Coah.,Coahuila de Zaragoza,MX,25253.0,222.0,,FUZZ
SAN JUAN JALPA,SN,SAN FELIPE DEL PROGRESO CENTRO,50640.0,SAN FELIPE DEL PROGRESO CENTRO,ESTADO DE MEXICO,MEXICO,SAN FELIPE DEL PROGRESO,México,San Felipe del Progreso,San Felipe del Progreso,San Felipe del Progreso Centro,San Juan Jalpa,SN,50640.0,,19.7564207,-99.9217133,0.3,0.5,Calle Juan Rulfo,0.0,50640,19.7088681,-99.9402569,None,None,None,Méx.,Estado de México,MX,50640.0,0.0,,FUZZ
ALVARO OBREGON # 1120 NTE,0,SALTILLO CENTRO,25000.0,SALTILLO,COAHUILA,MEXICO,SALTILLO,Coahuila de Zaragoza,Saltillo,Saltillo,Saltillo Centro,Álvaro Obregón,1120 Nte,25000.0,,25.43378,-101.00148,0.91,0.8,Calle Álvaro Obregón,121.0,25000,25.4255399,-101.0064251,Saltillo,Zona Centro,None,Coah.,Coahuila de Zaragoza,MX,25000.0,999.0,,SUB
AV JACINTO PAT 20,20,LA TOSCANA,77725.0,PLAYA DEL CARMEN,QUINTANA ROO,MEXICO,SOLIDARIDAD,Quintana Roo,Solidaridad,Playa del Carmen,La Toscana,Avenida Jacinto Pat,20 20,77725.0,,20.66312,-87.06424,0.96,1.0,Avenida Jacinto Pat,19.0,77725,20.6631456,-87.0641169,Playa del Carmen,None,La Toscana,Q.R.,Quintana Roo,MX,77725.0,1.0,,EXACT
CALLE AZTECAS,111,LAS CULTURAS,51355.0,LAS CULTURAS,ESTADO DE MEXICO,MEXICO,ZINACANTEPEC,México,Zinacantepec,Zinacantepec,Las Culturas,Calle Aztecas,111,51355.0,,19.29369,-99.71123,0.91,1.0,Aztecas,111.0,51355,19.2937703,-99.711326,San Miguel Zinacantepec,Las Culturas,None,Méx.,Estado de México,MX,51355.0,0.0,,FUZZ
"PRIV SAN RAFAEL LOT 34, BODEGA 4",34,PARQUE MOL INDUSTRIAL,88756.0,REYNOSA,TAMAULIPAS,MEXICO,REYNOSA,Tamaulipas,Reynosa,Reynosa,Parque Mol Industrial,Privada San Rafael,Lote 34,88756.0,Bodega 4 34,26.0429463,-98.3114458,0.5,0.5,San Rafael,40.0,88756,26.0384295,-98.3128503,Reynosa,Sin Nombre de Colonia 24,None,Tamps.,Tamaulipas,MX,88756.0,6.0,,FUZZ
REY MAXTLA #187 DEPTO E 205 /AMADO NERVO Y TOCHTL, ,SAN FRANCISCO TETECALA,2730.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,AZCAPOTZALCO,Ciudad de México,Azcapotzalco,Ciudad de México,San Francisco Tetecala,Rey Maxtla,187,2730.0,"Departamento E 205, entre Amado Nervo y Tochtli",19.47926,-99.19246,1.0,1.0,REY MAXTLA,188.0,2730,19.4793385518,-99.1930389762,,san francisco tetecala,,,,,2730.0,1.0,azcapotzalco,EXACT
"ANDADOR CARLOS CHAVEZ, #25. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES:",25,INDECO ANIMAS,91190.0,XALAPA,VERACRUZ,MEXICO,XALAPA,Veracruz de Ignacio de la Llave,Xalapa,Xalapa,Indeco Animas,Andador Carlos Chávez,25,91190.0,25,19.53591,-96.89113,0.97,0.5,Carlos A. Carrillo,17.0,91190,19.5276094,-96.8857079,Xalapa-Enríquez,Fuentes de las Animas,None,Ver.,Veracruz,MX,91190.0,8.0,,FUZZ
CUAUHTEMOC,408,BIENESTAR,81280.0,LOS MOCHIS,SINALOA,MEXICO,AHOME,Sinaloa,Ahome,Los Mochis,Bienestar,Cuauhtémoc,408,81280.0,,25.7822,-108.99081,1.0,0.91,Cuauhtémoc,332.0,81280,25.7858149,-108.996701,Los Mochis,Sinaloa,None,Sin.,Sinaloa,MX,81280.0,76.0,,EXACT
"MARTHA DIAZ SERRANO, CORREGGI", ,CIUDAD DE LOS DEPORTES,3710.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,BENITO JUAREZ,Ciudad de México,Benito Juárez,Ciudad de México,Ciudad de los Deportes,Corregi,3710,,Martha Díaz Serrano,19.38234,-99.18199,0.94,0.94,,,,,,,,,,,,,,,
80 X 39 Y 27,126,PROGRESO CENTRO,97320.0,PROGRESO DE CASTRO CENTRO,YUCATAN,MEXICO,PROGRESO,Yucatán,Progreso,Progreso,Progreso Centro,Calle 80,126,97320.0,Entre Calle 39 y Calle 27,21.28505,-89.66339,1.0,1.0,Calle 80,129.0,97320,21.2857336,-89.663146,Progreso,Centro,None,Yuc.,Yucatán,MX,97320.0,3.0,,EXACT
ALLENDE,1204,VERACRUZ CENTRO,91700.0,VERACRUZ,VERACRUZ,MEXICO,VERACRUZ,Veracruz de Ignacio de la Llave,Veracruz,Veracruz,Veracruz Centro,Allende,1204,91700.0,,19.19778,-96.14537,0.97,1.0,Avenida Ignacio Allende,1195.0,91700,19.198348,-96.1456982,Veracruz,Zona de Ferrocarriles,None,Ver.,Veracruz,MX,91700.0,9.0,,SUB
AV UNIVERSIDAD LC,,CASA BLANCA 1A SECCION,86060.0,VILLAHERMOSA,TABASCO,MEXICO,CENTRO,Tabasco,Centro,Villahermosa,Casa Blanca 1a Sección,Avenida Universidad,LC,86060.0,,18.001357,-92.916997,0.5,0.5,Avenida Universidad,0.0,86060,18.0031243,-92.925273,Villahermosa,Casa Blanca 1ra Sección,None,Tab.,Tabasco,MX,86060.0,0.0,,EXACT
CAPIRE,107,CIUDAD JARDIN,58337.0,MORELIA,MICHOACAN,MEXICO,MORELIA,Michoacán de Ocampo,Morelia,Morelia,Ciudad Jardín,Capire,107,58337.0,,19.70228,-101.25335,1.0,1.0,Chapitiro,45.0,58337,19.7011506,-101.2521467,Morelia,Ciudad Jardín,None,Mich.,Michoacán,MX,58337.0,62.0,,FUZZ
CALLE CACAHUATE #5,-,LAS HUERTAS 2A SECCION,53427.0,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,MEXICO,NAUCALPAN DE JUAREZ,México,Naucalpan de Juárez,Naucalpan de Juárez,Las Huertas 2a Sección,Calle Cacahuate,5,53427.0,,19.46131,-99.27832,0.93,0.8,Cacahuate,0.0,53427,19.4608,-99.2784308,Naucalpan de Juárez,Loma Colorada Segunda Sección,None,Méx.,Estado de México,MX,53427.0,5.0,,FUZZ
AV 10 DE JULIO # 98 X 40 SUR 42A Y KARCHER,S/N,FRANCISCO I MADERO,24190.0,CIUDAD DEL CARMEN,CAMPECHE,MEXICO,CARMEN,Campeche,Carmen,Ciudad Del Carmen,Francisco I Madero,Avenida 10 De Julio,98,24190.0,"Entre Calle 40 Sur y Calle 42A, Karcher S/N",18.64078,-91.81463,0.93,0.8,Avenida 10 de Julio,101.0,24190,18.643876,-91.8041747,Ciudad del Carmen,Francisco I. Madero,None,Camp.,Campeche,MX,24190.0,3.0,,EXACT
BLVD. NAZARIO ORTIZ GARZA,2060 L-138,LAGOS CONTINENTAL,25253.0,SALTILLO,COAHUILA,MEXICO,SALTILLO,Coahuila de Zaragoza,Saltillo,Saltillo,Lagos Continental,Boulevard Nazario Ortiz Garza,2060,25253.0,L-138,25.4680929,-100.9807132,1.0,1.0,Boulevard Nazario Ortiz Garza,2060.0,25253,25.4680929,-100.9807132,Saltillo,Los Lagos,None,Coah.,Coahuila de Zaragoza,MX,25253.0,0.0,,EXACT
5 DE MAYO  E HIDALGO,#510,MONTEMORELOS CENTRO,67500.0,MONTEMORELOS,NUEVO LEON,MEXICO,MONTEMORELOS,Nuevo León,Montemorelos,Montemorelos,Montemorelos Centro,5 de Mayo e Hidalgo,510,67500.0,,25.1952483,-99.8263638,1.0,1.0,Calle Miguel Hidalgo,0.0,67500,25.1894393,-99.8268476,Montemorelos,Centro,None,N.L.,Nuevo León,MX,67500.0,510.0,,FUZZ
CALLE 1,#605,ZONA INDUSTRIAL,44940.0,GUADALAJARA,JALISCO,MEXICO,GUADALAJARA,Jalisco,Guadalajara,Guadalajara,Zona Industrial,Calle 1,605,44940.0,,20.6408,-103.35338,0.99,0.99,Calle 1,645.0,44940,20.6404456,-103.35282622,Guadalajara,Colón Industrial,None,Jal.,Jalisco,MX,44940.0,40.0,,EXACT
CLORO ,102 INT,FIDEICOMISO CIUDAD INDUSTRIAL,86010.0,VILLAHERMOSA,TABASCO,MEXICO,CENTRO,Tabasco,Centro,Villahermosa,Fideicomiso Ciudad Industrial,Cloro,102,86010.0,Int,18.0455651,-92.901182,1.0,1.0,Calle Xochicalco,202.0,86010,18.0262278,-92.9023016,Villahermosa,INFONAVIT Ciudad Industrial,None,Tab.,Tabasco,MX,86010.0,100.0,,FUZZ
ANDADOR 683,12 ALTOS,C.T.M. ARAGON,7990.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,GUSTAVO A MADERO,Ciudad de México,Gustavo A. Madero,Ciudad de México,C.T.M. Aragón,Andador 683,12 Altos,7990.0,,19.4535269,-99.0560656,0.8,0.8,ANDADOR 683,3.0,7990,19.4536793719,-99.0557547505,,ctm aragon,,,,,7990.0,9.0,gustavo a. madero,EXACT
AVENIDA EJERCITO MEXICANO 2002,,INSURGENTES,82018.0,MAZATLAN,SINALOA,MEXICO,MAZATLAN,Sinaloa,Mazatlán,Mazatlán,Insurgentes,Avenida Ejército Mexicano,2002,82018.0,,23.23013,-106.42217,1.0,1.0,Avenida Ejército Mexicano,2110.0,82018,23.2324557,-106.4225748,Mazatlán,Insurgentes,None,Sin.,Sinaloa,MX,82018.0,108.0,,EXACT
ACACIA Y TABACHINES  #1,-,BUENOS AIRES,23436.0,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR,MEXICO,LOS CABOS,Baja California Sur,Los Cabos,San José del Cabo,Buenos Aires,Acacia Y Tabachines,1 -,23436.0,,23.1404856,-109.7060075,0.5,0.5,Los Tabachines,130.0,23436,23.1358192,-109.7063366,Las Veredas,Buenos Aires,None,B.C.S.,Baja California Sur,MX,23436.0,129.0,,FUZZ
AV DE LA RAZA,5871,LA FUENTE,32370.0,JUAREZ,CHIHUAHUA,MEXICO,JUAREZ,Chihuahua,Juárez,Juárez,La Fuente,Avenida De La Raza,5871,32370.0,,31.7276429,-106.4331343,1.0,1.0,Calle Paseo del Nogal,1536.0,32370,31.7163202,-106.3769285,Ciudad Juárez,Partido La Fuente,None,Chih.,Chihuahua,MX,32370.0,4335.0,,FUZZ
CALVILLO,1518,MEZQUITAN COUNTRY,44260.0,GUADALAJARA,JALISCO,MEXICO,GUADALAJARA,Jalisco,Guadalajara,Guadalajara,Mezquitan Country,Calle Calvillo,1518,44260.0,,20.69863,-103.35843,1.0,1.0,Calvillo,1535.0,44260,20.6986252,-103.3588563,Guadalajara,Mezquitan Country,None,Jal.,Jalisco,MX,44260.0,17.0,,FUZZ
FELISA RIVERO DE FERNANDEZ #306,-,HACIENDA LA PARROQUIA,91697.0,VERACRUZ,VERACRUZ,MEXICO,VERACRUZ,Veracruz de Ignacio de la Llave,Veracruz,Veracruz,Hacienda la Parroquia,Felisa Rivero de Fernández,306,91697.0,,19.15269,-96.21552,0.99,0.99,Calle Felisa Rivero de Fernandez,138.0,91697,19.1530368,-96.216775,None,None,None,Ver.,Veracruz,MX,91697.0,168.0,,FUZZ
"SIERRA NAYAR, #139. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES: , REFER",139,SOLIDARIDAD INFONAVIT,63114.0,TEPIC,NAYARIT,MEXICO,TEPIC,Nayarit,Tepic,Tepic,Solidaridad INFONAVIT,Sierra Nayar,139,63114.0,,21.5252934,-104.9352627,1.0,1.0,Andador la Yesca,11.0,63114,21.5215018,-104.9342717,Tepic,Infonavit Solidaridad,None,Nay.,Nayarit,MX,63114.0,128.0,,FUZZ
CLORO,102,FIDEICOMISO CIUDAD INDUSTRIAL,86010.0,VILLAHERMOSA,TABASCO,MEXICO,CENTRO,Tabasco,Centro,Villahermosa,Fideicomiso Ciudad Industrial,Cloro,102,86010.0,,18.0455651,-92.901182,1.0,1.0,Calle Xochicalco,202.0,86010,18.0262278,-92.9023016,Villahermosa,INFONAVIT Ciudad Industrial,None,Tab.,Tabasco,MX,86010.0,100.0,,FUZZ
OCURRE,SN,CHIHUAHUA CENTRO,31000.0,CHIHUAHUA,CHIHUAHUA,MEXICO,CHIHUAHUA,Chihuahua,Chihuahua,Chihuahua,Chihuahua Centro,Ocurre,SN,31000.0,,28.6395014,-106.0718468,0.5,1.0,Pino Suárez,2709.0,31000,28.6445553,-106.0706863,Chihuahua,Zona Centro,None,Chih.,Chihuahua,MX,31000.0,2709.0,,FUZZ
ABEDUL #126,-,BUCERIAS CENTRO,63732.0,BUCERIAS,NAYARIT,MEXICO,BAHIA DE BANDERAS,Nayarit,Bahía de Banderas,Bucerías,Bucerías Centro,Abedul,126,63732.0,,20.7634626,-105.3414647,1.0,1.0,Laurel,243.0,63732,20.7631581,-105.3408243,Bucerías,Flamingos,Los Amores,Nay.,Nayarit,MX,63732.0,117.0,,FUZZ
RIO SAN PEDRO,215,BENITO JUAREZ,34120.0,DURANGO,DURANGO,MEXICO,DURANGO,Durango,Durango,Durango,Benito Juárez,Río San Pedro,215,34120.0,,24.0071594,-104.6809203,0.5,0.5,Río San Diego,207.0,34120,24.0105437,-104.6799493,Durango,Valle del Sur,None,Dgo.,Durango,MX,34120.0,8.0,,FUZZ
LIBERTAD,58,SANTO TOMAS,2020.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,AZCAPOTZALCO,Ciudad de México,Azcapotzalco,Ciudad de México,Santo Tomás,Libertad,58,2020.0,,19.48572,-99.17749,1.0,0.95,LIBERTAD,59.0,2020,19.4860272009,-99.1772495248,,santo tomas,,,,,2020.0,1.0,azcapotzalco,EXACT
JAIME BALMES,11 LOC 34 PB,POLANCO I SECCION,11510.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,MIGUEL HIDALGO,Ciudad de México,Miguel Hidalgo,Ciudad de México,Polanco I Sección,Jaime Balmes,11,11510.0,Local 34 Pb,19.43728,-99.21038,1.0,1.0,JAIME BALMES,11.0,11510,19.4378095353,-99.2104731981,,polanco 1 seccion,,,,,11510.0,0.0,miguel hidalgo,EXACT
PASEO ANOCHECER #964 CASA 79, ,SOLARES,45019.0,ZAPOPAN,JALISCO,MEXICO,ZAPOPAN,Jalisco,Zapopan,Zapopan,Solares,Paseo Anochecer,964,45019.0,Casa 79,20.7312973,-103.4707727,1.0,1.0,Paseo del Amanecer,450.0,45019,20.7220547,-103.4651789,Zapopan,None,None,Jal.,Jalisco,MX,45019.0,514.0,,FUZZ
AVENIDA ISLA DE TRIS,SN,AEROPUERTO,24119.0,CIUDAD DEL CARMEN,CAMPECHE,MEXICO,CARMEN,Campeche,Carmen,Ciudad del Carmen,Aeropuerto,Avenida Isla de Tris,SN,24119.0,,18.64181,-91.7958,0.92,0.5,Avenida Aviacion,1213.0,24119,18.6497601,-91.8061118,Ciudad del Carmen,Aeropuerto,None,Camp.,Campeche,MX,24119.0,1213.0,,FUZZ
MANUEL RUIZ,222-B,REFORMA,68050.0,OAXACA,OAXACA,MEXICO,OAXACA DE JUAREZ,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,Reforma,Manuel Ruiz,222-B,68050.0,,17.07348,-96.7109,0.92,1.0,Licenciado Manuel Ruiz,218.0,68050,17.0733317,-96.7109169,Oaxaca de Juárez,Reforma,None,Oax.,Oaxaca,MX,68050.0,4.0,,SUB
